page_number,paragraph_number,text,pages_to_skip,detection
1,1,NA,TRUE,empty
1,2,NA,TRUE,empty
1,3,© 2019 International Monetary Fund,TRUE,normal
1,4,IMF Country Report No. 19/250,TRUE,normal
1,5,INDONESIA 2019 ARTICLE IV CONSULTATION—PRESS RELEASE; STAFF REPORT; AND STATEMENT BY THE EXECUTIVE DIRECTOR FOR INDONESIA,TRUE,normal
1,6,"Under Article IV of the IMF’s Articles of Agreement, the IMF holds bilateral discussions",TRUE,normal
1,7,"with members, usually every year. In the context of the 2019 Article IV consultation with",TRUE,normal
1,8,"Indonesia, the following documents have been released and are included in this package:",TRUE,normal
1,9,NA,TRUE,empty
1,10,• A Press Release summarizing the views of the Executive Board as expressed during its,TRUE,normal
1,11,"July 3, 2019 consideration of the staff report that concluded the Article IV consultation",TRUE,normal
1,12,with Indonesia.,TRUE,normal
1,13,• The Staff Report prepared by a staff team of the IMF for the Executive Board’s,TRUE,normal
1,14,"consideration on July 3, 2019, following discussions that ended on May 14, 2019, with",TRUE,normal
1,15,the officials of Indonesia on economic developments and policies. Based on,TRUE,normal
1,16,"information available at the time of these discussions, the staff report was completed",TRUE,normal
1,17,"on June 12, 2019.",TRUE,normal
1,18,• An Informational Annex prepared by the IMF staff.,TRUE,normal
1,19,• A Staff Statement updating information on recent developments.,TRUE,normal
1,20,• A Statement by the Executive Director for Indonesia.,TRUE,normal
1,21,The documents listed below have been or will be separately released.,TRUE,normal
1,22,Selected Issues,TRUE,normal
1,23,NA,TRUE,empty
1,24,The IMF’s transparency policy allows for the deletion of market-sensitive information and,TRUE,normal
1,25,premature disclosure of the authorities’ policy intentions in published staff reports and,TRUE,normal
1,26,other documents.,TRUE,normal
1,27,NA,TRUE,empty
1,28,Copies of this report are available to the public from,TRUE,normal
1,29,NA,TRUE,empty
1,30,International Monetary Fund • Publication Services,TRUE,normal
1,31,"PO Box 92780 • Washington, D.C. 20090",TRUE,normal
1,32,Telephone: (202) 623-7430 • Fax: (202) 623-7201,TRUE,normal
1,33,E-mail: publications@imf.org Web: http://www.imf.org,TRUE,normal
1,34,Price: $18.00 per printed copy,TRUE,normal
1,35,NA,TRUE,empty
1,36,International Monetary Fund,TRUE,normal
1,37,"Washington, D.C.",TRUE,normal
1,38,July 2019,TRUE,garbage
1,39,NA,TRUE,empty
2,1,NA,TRUE,empty
2,2,"Press Release No. 19/305 FOR IMMEDIATE RELEASE July 31, 2019",TRUE,normal
2,3,"IMF Executive Board Concludes 2019 Article IV Consultation with Indonesia On July 3, 2019, the Executive Board of the International Monetary Fund (IMF) concluded the Article IV consultation1 with Indonesia. The Indonesian economy performed well in 2018, despite external headwinds, including capital flow reversals. Growth stabilized at above 5 percent, as robust domestic demand offset a decline in net exports. The recovery of credit growth supported economic activity. Inflation eased to around 3 percent, the lower half of the official target band (3.5±1percent), as food price increases were subdued, electricity and some fuel prices were frozen, and macroeconomic policies were tightened. Core inflation is stable at 3 percent. The current account deficit widened to 2.98 percent of GDP in 2018 (1.6 percent in 2017), mainly due to lower commodity exports and higher infrastructure-related imports. The economic outlook is positive. Real GDP growth is projected to remain stable at 5.2 percent in 2019 and 2020, and rise to the level of potential (5.3 percent) over the medium term, underpinned by robust domestic demand. Strong bank balance sheets and continued economic growth would sustain credit growth at about 12 percent. Inflation is projected to remain within the target band. The current account deficit would continue its gradual decline to 2.6 percent of GDP over the medium term. The fiscal deficit is projected to remain constant at 1.8 percent of GDP. Risks to the outlook are tilted to the downside. The main risks are external and include rising trade tensions, sharp tightening of global financial conditions, weaker-than-expected growth in China, and large swings in commodity prices, especially higher oil prices that would translate into higher current account deficit. On the upside, the start of the Administration’s second term could lead to intensified reform efforts, which would boost confidence, investment, and growth.",TRUE,normal
2,4,"1 Under Article IV of the IMF's Articles of Agreement, the IMF holds bilateral discussions with members, usually every year. A staff team visits the country, collects economic and financial information, and discusses with officials the country's economic developments and policies. On return to headquarters, the staff prepares a report, which forms the basis for discussion by the Executive Board.",TRUE,normal
2,5,NA,TRUE,empty
2,6,"International Monetary Fund 700 19th Street, NW Washington, D. C. 20431 USA",TRUE,normal
2,7,NA,TRUE,empty
3,1,NA,TRUE,empty
3,2,NA,TRUE,empty
3,3,"Executive Board Assessment2 Executive Directors commended the authorities’ policy response in the face of strong external headwinds in 2018, which supported positive economic performance. While noting the favorable economic outlook, Directors encouraged the authorities to remain vigilant against risks, including from capital flow reversals, considering Indonesia’s reliance on external financing. They considered that achieving higher potential growth requires a comprehensive structural reform package, including higher domestic revenue mobilization and financial deepening, which will reduce vulnerabilities and facilitate complementary reforms in human capital, infrastructure, and labor and products markets.",TRUE,normal
3,4,"Directors welcomed the appropriate focus of the near-term policy mix on protecting macroeconomic and financial stability, safeguarding buffers, and addressing vulnerabilities. They supported maintaining a neutral fiscal stance and closely assessing macroprudential policies to ensure financial system stability. With inflation within the target band, Directors saw scope for cautious relaxation of the monetary policy stance, unless significant capital account pressures reemerge. They encouraged allowing the exchange rate to continue moving in line with market forces, with FX intervention limited to preventing disorderly market conditions.",TRUE,normal
3,5,"Directors welcomed the authorities’ continued efforts to protect fiscal buffers, including with the elimination of the primary deficit in 2018, and improve the quality of spending by rebalancing expenditure toward infrastructure, education, health, and social safety nets. However, Directors noted that government revenues remain below peer countries and insufficient to finance the authorities’ development goals. In this context, they highlighted the critical need to implement a medium-term revenue strategy, which combines well-sequenced and prioritized tax policy and administration reforms, to finance priority spending and structural reforms, and lessen reliance on external financing. Directors also called for monitoring risks and contingent liabilities arising from state-owned enterprises and public-private partnerships.",TRUE,normal
3,6,"Directors commended efforts to improve infrastructure, streamline regulations and reform the education and health sectors, which have contributed to improvements in the economic environment. They encouraged the authorities to expand these efforts and to address remaining structural impediments to higher growth, including by strengthening governance and the business environment. Priority actions also include improving human capital, increasing female labor participation, easing restrictions to foreign direct investment, and streamlining labor and product market regulations.",TRUE,normal
3,7,"Directors welcomed the progress in strengthening the frameworks for financial oversight and crisis management in recent years, in line with FSAP recommendations. Going forward, they",TRUE,normal
3,8,"2 At the conclusion of the discussion, the Managing Director, as Chairman of the Board, summarizes the views of Executive Directors, and this summary is transmitted to the country's authorities. An explanation of any qualifiers used in summings up can be found here: http://www.imf.org/external/np/sec/misc/qualifiers.htm.",TRUE,normal
3,9,NA,TRUE,empty
4,1,NA,TRUE,empty
4,2,NA,TRUE,empty
4,3,"encouraged the authorities to focus on the areas identified by the FSAP where further improvement is needed, including clarifying institutional mandates, improving supervision of nonbank financial institutions and financial conglomerates, strengthening the legal framework for financial oversight and crisis management, and enhancing crisis management frameworks. Continued strengthening of the AML/CFT regime was also encouraged.",TRUE,normal
4,4,NA,TRUE,empty
5,1,NA,TRUE,empty
5,2,NA,TRUE,empty
5,3,"Indonesia: Selected Economic Indicators, 2014–2020 2014 2015 2016 2017 2018 2019 2020 Proj. Proj. Real GDP (percent change) 5.0 4.9 5.0 5.1 5.2 5.2 5.2",TRUE,normal
5,4,Domestic demand 5.0 4.2 4.6 5.0 6.3 5.4 5.2 Of which:,TRUE,normal
5,5,Private consumption 1/ 5.3 4.8 5.0 5.0 5.1 5.1 5.1 Government consumption 1.2 5.3 -0.1 2.1 4.8 4.5 4.5 Gross fixed investment 4.4 5.0 4.5 6.2 6.7 6.2 5.9 Change in stocks 2/ 0.5 -0.6 0.2 -0.1 0.7 0.0 0.0,TRUE,normal
5,6,Net exports 2/ -0.2 0.9 0.1 0.3 -1.0 -0.1 0.0 Saving and investment (in percent of GDP),TRUE,normal
5,7,Gross investment 3/ 34.6 34.1 33.9 33.7 34.5 34.7 34.9 Gross national saving 31.5 32.0 32.0 32.1 31.4 31.8 32.0,TRUE,normal
5,8,Prices (12-month percent change) Consumer prices (end period) 8.4 3.4 3.0 3.6 3.1 3.1 3.1 Consumer prices (period average) 6.4 6.4 3.5 3.8 3.2 3.1 3.1,TRUE,normal
5,9,Public finances (in percent of GDP) General government revenue 16.5 14.9 14.3 14.1 14.9 14.8 14.9 General government expenditure 18.6 17.5 16.8 16.6 16.6 16.7 16.7,TRUE,normal
